UG_COD,UG_COD_DESC,UF,REGIAO,FONTE_REGIONALIZACAO
158520,158520 - IFSP - CAMPUS CATANDUVA,SP,Sudeste,LLM
158522,158522 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS ANÁPOLIS,GO,Centro-Oeste,LLM
158523,158523 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS FORMOSA,GO,Centro-Oeste,LLM
158524,158524 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS LUZIANIA,GO,Centro-Oeste,LLM
158525,158525 - IFSP - CAMPUS BIRIGUI,SP,Sudeste,LLM
158526,158526 - IFSP - CAMPUS ITAPETININGA,SP,Sudeste,LLM
158528,158528 - IFSP - CAMPUS PIRACICABA,SP,Sudeste,LLM
158556,158556 - INST.FED.DO TOCANTINS/CAMPUS GURUPI,TO,Norte,LLM
158557,158557 - INST.FED.DO TOCANTINS/CAMPUS PORTO NACIONAL,TO,Norte,LLM
158560,158560 - CAMPUS PARINTINS,AM,Norte,LLM
158561,158561 - CAMPUS TABATINGA,AM,Norte,LLM
158562,158562 - CAMPUS PRESIDENTE FIGUEIREDO,AM,Norte,LLM
158563,158563 - IFAM - CAMPUS MAUÉS,AM,Norte,LLM
158564,158564 - CAMPUS LÁBREA,AM,Norte,LLM
158565,158565 - UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,DF,Centro-Oeste,LLM
158566,158566 - IFSP - CAMPUS SUZANO,SP,Sudeste,LLM
158567,158567 - INST.FED.DO PARÁ/CAMPUS ITAITUBA,PA,Norte,LLM
158568,158568 - IF SERTÃO PE/CAMPUS SALGUEIRO,PE,Nordeste,LLM
158570,158570 - IF SERTÃO PE/CAMPUS OURICURI,PE,Nordeste,LLM
158578,158578 - IFSP - CAMPUS HORTOLÂNDIA,SP,Sudeste,LLM
158579,158579 - IFSP - CAMPUS VOTUPORANGA,SP,Sudeste,LLM
158581,158581 - IFSP - CAMPUS ARARAQUARA,SP,Sudeste,LLM
158582,158582 - IFSP - CAMPUS AVARÉ,SP,Sudeste,LLM
158583,158583 - IFSP - CAMPUS BARRETOS,SP,Sudeste,LLM
158584,158584 - IFSP - CAMPUS PRESIDENTE EPITACIO,SP,Sudeste,LLM
158585,158585 - INST. FED. DA BAHIA/CAMPI PAULO AFONSO,BA,Nordeste,LLM
158586,158586 - IFSP - CAMPUS REGISTRO,SP,Sudeste,LLM
158587,158587 - INST. FED. DA BAHIA/CAMPUS ILHEUS,BA,Nordeste,LLM
158588,158588 - INST. FED. DA BAHIA/CAMPUS JEQUIE,BA,Nordeste,LLM
158590,158590 - INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA,BA,Nordeste,LLM
158610,158610 - INST.FED.DE GOIÁS-CAMPUS APARECIDA DE GOIÂNIA,GO,Centro-Oeste,LLM
158611,158611 - INST. FED. DE GOIÁS - CAMPUS CIDADE DE GOIÁS,GO,Centro-Oeste,LLM
158658,158658 - UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,PR,Sul,LLM
158667,158667 - IF GOIANO - CAMPUS IPORA,GO,Centro-Oeste,LLM
158674,158674 - INST.FED.DO RS/CAMPUS FARROUPILHA,RS,Sul,LLM
158675,158675 - INST.FED.DO RS/CAMPUS IBIRUBÁ,RS,Sul,LLM
158676,158676 - INST.FED.DO RS/CAMPUS FELIZ,RS,SUL,LLM
158701,158701 - CENTRO DE CIENCIAS E TECNOLOGIA DA UFCG,PB,Nordeste,LLM
158702,158702 - CENTRO DE HUMANIDADES DA UFCG,PB,Nordeste,LLM
158705,158705 - HOSPITAL UNIVERSITARIO JULIO M BANDEIRA MELLO,RJ,Sudeste,LLM
158710,158710 - IFSP - CAMPUS BOITUVA,SP,Sudeste,LLM
158711,158711 - IFSP - CAMPUS MATAO,SP,Sudeste,LLM
158712,158712 - IFSP - CAMPUS CAPIVARI,SP,Sudeste,LLM
158713,158713 - IFSP - CAMPUS SAO JOSE DOS CAMPOS,SP,Sudeste,LLM
158714,158714 - IFSP - CAMPUS CAMPINAS,SP,Sudeste,LLM
158719,158719 - UNIVERSIDADE FEDERAL DO CARIRI,CE,Nordeste,LLM
158883,158883 - INST.FED.DO ESPÍRITO SANTO/CAMPUS GUARAPARI,ES,Sudeste,LLM
158892,158892 - IFES/CAMPUS PIÚMA,ES,Sudeste,LLM
160001,160001 - 7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160002,160002 - COMANDO DE FRONTEIRA ACRE/4 BIS,AC,Norte,LLM
160003,160003 - 20 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160004,160004 - 59  BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160005,160005 - 54 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160006,160006 - 1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),PA,Norte,LLM
160007,160007 - 4 BATALHAO DE AVIAÇÃO DO EXERCITO,PA,Norte,LLM
160008,160008 - CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,PA,Norte,LLM
160009,160009 - 12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,DF,Centro-Oeste,LLM
160010,160010 - 29 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160011,160011 - 4 DIVISAO DE LEVANTAMENTO,MG,Sudeste,LLM
160012,160012 - CENTRO DE INSTRUCAO DE GUERRA NA SELVA,AM,Norte,LLM
160013,160013 - COLEGIO MILITAR DE MANAUS,AM,Norte,LLM
160014,160014 - COMANDO 12 REGIAO MILITAR,SP,Sudeste,LLM
160015,160015 - COMANDO 2 GRUPAMENTO ENGENHARIA,AM,Norte,LLM
160016,160016 - COMANDO DO COMANDO MILITAR DA AMAZONIA,AM,Norte,LLM
160017,160017 - COMISSAO REGIONAL DE OBRAS/12,PA,Norte,LLM
160018,160018 - 12. BATALHAO DE SUPRIMENTO,DF,Centro-Oeste,LLM
160019,160019 - HOSPITAL DE GUARNICAO DE TABATINGA,AM,Norte,LLM
160020,160020 - HOSPITAL MILITAR DE AREA DE MANAUS,AM,Norte,LLM
160021,160021 - PARQUE REGIONAL DE MANUTENCAO/12,SP,Sudeste,LLM
160022,160022 - 21 COMPANHIA DE ENGENHARIA CONSTRUCAO,PA,Norte,LLM
160023,160023 - 10. COMPANHIA DE ENGENHARIA DE COMBATE,DF,Centro-Oeste,LLM
160024,160024 - COMANDO DE FRONTEIRA SOLIMOES/8 BIS,AM,Norte,LLM
160026,160026 - COMANDO DE FRONTEIRA - AMAPA E 34 BIS,AP,Norte,LLM
160027,160027 - 4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160028,160028 - 35 BATALHAO DE INFANTARIA,PA,Norte,LLM
160029,160029 - 18 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160030,160030 - 1 COMPANHIA DE INFANTARIA,PA,Norte,LLM
160032,160032 - 17 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160033,160033 - 19 BATALHAO DE CACADORES,PA,Norte,LLM
160034,160034 - 4 COMPANHIA DE GUARDA,PA,Norte,LLM
160035,160035 - DEPARTAMENTO DE CIENCIA E TECNOLOGIA_- GESTOR,DF,Centro-Oeste,LLM
160036,160036 - COMANDO 6 REGIAO MILITAR,DF,Centro-Oeste,LLM
160038,160038 - 6. DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160039,160039 - HOSPITAL GERAL DE SALVADOR,BA,Nordeste,LLM
160040,160040 - PARQUE REGIONAL DE MANUTENCAO/6,SP,Sudeste,LLM
160041,160041 - 40 BATALHAO DE INFANTARIA,PA,Norte,LLM
160044,160044 - 23 BATALHAO DE CACADORES,PA,Norte,LLM
160045,160045 - 25 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160046,160046 - COLEGIO MILITAR DE FORTALEZA,CE,Nordeste,LLM
160047,160047 - COMANDO 10 REGIAO MILITAR,SP,Sudeste,LLM
160049,160049 - 10. DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160050,160050 - HOSPITAL GERAL DE FORTALEZA,CE,Nordeste,LLM
160051,160051 - PARQUE REGIONAL DE MANUTENCAO/10,SP,Sudeste,LLM
160052,160052 - 1 REGIMENTO DE CAVALARIA DE GUARDA,DF,Centro-Oeste,LLM
160053,160053 - 11 GRUPO DE ARTILHARIA ANTIAEREA,DF,Centro-Oeste,LLM
160055,160055 - 16 BATALHAO LOGISTICO,DF,Centro-Oeste,LLM
160056,160056 - CENTRO DE IMAGENS E INFORM.GEOG.EXERCITO,DF,Centro-Oeste,LLM
160057,160057 - 3 ESQUADRAO DE CAVALARIA MECANIZADO,RJ,Sudeste,LLM
160058,160058 - 32 GRUPO DE ARTILHARIA DE CAMPANHA,PA,Norte,LLM
160059,160059 - BATALHAO DE GUARDA PRESIDENCIAL,DF,Centro-Oeste,LLM
160060,160060 - BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,DF,Centro-Oeste,LLM
160062,160062 - CENTRO DE INTELIGENCIA DO EXERCITO,DF,Centro-Oeste,LLM
160063,160063 - CENTRO DE PAGAMENTO DO EXERCITO,DF,Centro-Oeste,LLM
160064,160064 - COLEGIO  MILITAR DE BRASILIA,DF,Centro-Oeste,LLM
160065,160065 - COMANDO DA 11A. REGIAO MILITAR,SP,Sudeste,LLM
160066,160066 - COMISSAO REGIONAL DE OBRAS/11,AP,Norte,LLM
160067,160067 - DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,DF,Centro-Oeste,LLM
160068,160068 - DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT,DF,Centro-Oeste,LLM
160069,160069 - COMANDO LOGISTICO,DF,Centro-Oeste,LLM
160070,160070 - DEPARTAMENTO-GERAL DO PESSOAL,DF,Centro-Oeste,LLM
160072,160072 - 11. DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160073,160073 - DIRETORIA DE GESTAO ORCAMENTARIA,DF,Centro-Oeste,LLM
160074,160074 - PARQUE REGIONAL DE MANUTENCAO/8,SP,Sudeste,LLM
160075,160075 - D CONT - SETORIAL FINANCEIRA,PA,Norte,LLM
160076,160076 - DEPARTAMENTO DE CIENCIA E TECNOLOGIA,DF,Centro-Oeste,LLM
160077,160077 - COLEGIO MILITAR DE CURITIBA,PR,Sul,LLM
160078,160078 - COLEGIO MILITAR DE CAMPO GRANDE,MS,Centro-Oeste,LLM
160079,160079 - COLEGIO MILITAR DE SANTA MARIA,RS,Sul,LLM
160081,160081 - 23 ESQUADRAO DE CAVALARIA DE SELVA,AM,Norte,LLM
160082,160082 - PREFEITURA MILITAR DE BRASILIA,DF,Centro-Oeste,LLM
160083,160083 - ESTABELCIMENTO GEN GUSTAVO CORDEIRO FARIAS,PA,Norte,LLM
160084,160084 - COLEGIO MILITAR DE RECIFE,PE,Nordeste,LLM
160085,160085 - ESTADO-MAIOR DO EXERCITO,DF,Centro-Oeste,LLM
160086,160086 - GABINETE DO COMANDANTE DO EXERCITO,DF,Centro-Oeste,LLM
160088,160088 - HOSPITAL MILITAR DE AREA DE BRASILIA,DF,Centro-Oeste,LLM
160089,160089 - SECRETARIA DE ECONOMIA E FINANCAS,TO,Norte,LLM
160090,160090 - SECRETARIA-GERAL DO EXERCITO,DF,Centro-Oeste,LLM
160091,160091 - CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,DF,Centro-Oeste,LLM
160093,160093 - 38  BATALHAO DE INFANTARIA,PA,Norte,LLM
160094,160094 - COMISSAO DO EXERCITO BRASILEIRO EM WASHINGTON,EX,Exterior,LLM
160095,160095 - 58 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160098,160098 - BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,DF,Centro-Oeste,LLM
160099,160099 - 7 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160100,160100 - COMANDO DA 3A BDA DE INFANTARIA   MOTORIZADA,SP,Sudeste,LLM
160101,160101 - 23 COMPANHIA DE ENGENHARIA DE COMBATE,PA,Norte,LLM
160102,160102 - 41 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160103,160103 - 50 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160104,160104 - 27 CIRCUNSCRICAO DE SERVICO MILITAR,AL,Nordeste,LLM
160105,160105 - 24 BATALHAO DE INFANTARIA LEVE,PA,Norte,LLM
160106,160106 - 11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160107,160107 - 11 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160108,160108 - 12 BATALHAO DE INFANTARIA,PA,Norte,LLM
160109,160109 - 4 COMPANHIA DE COMUNICACOES,PA,Norte,LLM
160110,160110 - COLEGIO MILITAR DE JUIZ DE FORA,MG,Sudeste,LLM
160111,160111 - COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,MG,Sudeste,LLM
160113,160113 - 4 BATALHAO DE ENGENHARIA DE COMBATE,PA,Norte,LLM
160114,160114 - 10 BATALHAO DE INFANTARIA,PA,Norte,LLM
160115,160115 - 12 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160116,160116 - 17 BATALHAO LOGISTICO,PA,Norte,LLM
160117,160117 - 4 GRUPO DE ARTILHARIA DE CAMPANHA,DF,Centro-Oeste,LLM
160118,160118 - COMANDO DA 4ª REGIÃO MILITAR,SP,Sudeste,LLM
160120,160120 - 4. DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160121,160121 - HOSPITAL GERAL DE JUIZ DE FORA,MG,Sudeste,LLM
160122,160122 - 55 BATALHAO DE INFANTARIA,PA,Norte,LLM
160123,160123 - 14 GRUPO DE ARTILHARIA DE CAMPANHA,PA,Norte,LLM
160125,160125 - 4 ESQUADRAO DE CAVALARIA MECANIZADO,MT,Centro-Oeste,LLM
160126,160126 - 11.BATALHAO DE INFANTARIA DE MONTANHA,AM,Norte,LLM
160127,160127 - 4 GRUPO DE ARTILHARIA ANTIAEREA,PA,Norte,LLM
160128,160128 - 13 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160129,160129 - ESCOLA DE SARGENTOS DAS ARMAS,DF,Centro-Oeste,LLM
160130,160130 - 36 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160131,160131 - 17 REGIMENTO DE CAVALARIA MECANIZADO,TO,Norte,LLM
160132,160132 - 9 BATALHAO DE ENGENHARIA DE COMBATE,PA,Norte,LLM
160133,160133 - 10 REGIMENTO DE CAVALARIA MECANIZADO,PA,Norte,LLM
160134,160134 - CENTRO DE INSTRUÇAO DE OPERAÇOES ESPECIAIS,AM,Norte,LLM
160136,160136 - 18 BATALHAO LOGISTICO,DF,Centro-Oeste,LLM
160139,160139 - HOSPITAL DE GUARNICAO DE JOAO PESSOA,PB,Nordeste,LLM
160140,160140 - COMANDO DA 9A.REGIAO MILITAR,PR,Sul,LLM
160141,160141 - COMISSAO DE OBRAS DO 3º GRUPTO DE ENGENHARIA,AM,Norte,LLM
160142,160142 - 9.BATALHAO DE SUPRIMENTO,PA,Norte,LLM
160143,160143 - HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,MS,Centro-Oeste,LLM
160144,160144 - 3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,PA,Norte,LLM
160145,160145 - 17 BATALHAO DE FRONTEIRA,AM,Norte,LLM
160146,160146 - COMANDO DA 18 BRIGADA DE INF FRONTEIRA,PR,Sul,LLM
160147,160147 - 47 BATALHAO DE INFANTARIA,PA,Norte,LLM
160148,160148 - BASE DE ADMINISTRAÇÃO E APOIO DO CMP,DF,Centro-Oeste,LLM
160149,160149 - COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,MS,Centro-Oeste,LLM
160150,160150 - 4 COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,MT,Centro-Oeste,LLM
160151,160151 - 9 GRUPO DE ARTILHARIA DE CAMPANHA,DF,Centro-Oeste,LLM
160152,160152 - 11 REGIMENTO DE CAVALARIA MECANIZADO,TO,Norte,LLM
160153,160153 - 2 COMPANHIA DE FRONTEIRA,PA,Norte,LLM
160155,160155 - 2  BATALHAO DE FRONTEIRA,AC,Norte,LLM
160156,160156 - 44 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160157,160157 - 9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160158,160158 - COMANDO 13  BDA DE INFANTARIA MOTORIZADA,PA,Norte,LLM
160159,160159 - 18 GRUPO DE ARTILHARIA DE CAMPANHA,GO,Centro-Oeste,LLM
160160,160160 - 51 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160161,160161 - 2 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160162,160162 - 28 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160163,160163 - COMANDO DA 8 REGIAO MILITAR/8 DE,PA,Norte,LLM
160165,160165 - 8. DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160166,160166 - HOSPITAL GERAL DE BELEM,PA,Norte,LLM
160167,160167 - 53 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160168,160168 - HOSPITAL DA GUARNICAO DE MARABA,PA,Norte,LLM
160169,160169 - 52 BATALHAO DE INFANTARIA DE SELVA,PA,Norte,LLM
160170,160170 - COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,PA,Norte,LLM
160171,160171 - 8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160172,160172 - 16 REGIMENTO DE CAVALARIA MECANIZADO,TO,Norte,LLM
160173,160173 - 31 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160174,160174 - 15 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160175,160175 - 23 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160176,160176 - COMANDO 1 GRUPAMENTO DE ENGENHARIA,AM,Norte,LLM
160177,160177 - 71 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160178,160178 - 14 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160179,160179 - 3 DIVISAO DE LEVANTAMENTO,MG,Sudeste,LLM
160180,160180 - 4 BATALHAO DE POLICIA DO EXERCITO,PA,Norte,LLM
160181,160181 - 7 GRUPO DE ARTILHARIA DE CAMPANHA,PA,Norte,LLM
160182,160182 - 7ª COMPANHIA DE COMUNICAÇÓES,AM,Norte,LLM
160183,160183 - 72 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160184,160184 - 10 ESQUADRAO DE CAVALARIA MECANIZADO,MT,Centro-Oeste,LLM
160185,160185 - 14 BATALHAO LOGISTICO,PA,Norte,LLM
160187,160187 - 21 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160188,160188 - 4 BATALHAO DE COMUNICACOES,DF,Centro-Oeste,LLM
160189,160189 - 7  INSPETORIA DE CONTABILIDADE E FINANCAS,DF,Centro-Oeste,LLM
160191,160191 - CENTRO PREPARACAO OFICIAIS RESERVA/RECIFE,PE,Nordeste,LLM
160193,160193 - COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,PA,Norte,LLM
160194,160194 - COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,PA,Norte,LLM
160195,160195 - COMANDO DO COMANDO MILITAR DO NORDESTE,PE,Nordeste,LLM
160198,160198 - 7.DEPOSITO DE SUPRIMENTO,PA,Norte,LLM
160199,160199 - HOSPITAL MILITAR DE AREA DE RECIFE,PE,Nordeste,LLM
160200,160200 - PARQUE REGIONAL DE MANUTENCAO/7,SP,Sudeste,LLM
160201,160201 - COMISSAO REGIONAL DE OBRAS/7,PA,Norte,LLM
160202,160202 - 3 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160203,160203 - 2 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,Norte,LLM
160204,160204 - 25 BATALHAO DE CACADORES,PA,Norte,LLM
160205,160205 - 26 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160206,160206 - 30 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160207,160207 - 3º REGIMENTO DE CARROS DE COMBATE,MT,Centro-Oeste,LLM
160208,160208 - 33 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160209,160209 - COMANDO 15 BRIGADA DE INFANTARIA MOTORIZADA,PA,Norte,LLM
160211,160211 - 20 BATALHAO DE INFANTARIA BLINDADO,PA,Norte,LLM
160212,160212 - 27 BATALHAO LOGISTICO,PA,Norte,LLM
160213,160213 - 5 BATALHAO LOGISTICO,PA,Norte,LLM
160214,160214 - 5 COMPANHIA DE COMUNICACOES BLINDADA,MT,Centro-Oeste,LLM
160216,160216 - 5 ESQUADRAO DE CAVALARIA MECANIZADA,RJ,Sudeste,LLM
160217,160217 - 5 GRUPO DE ARTILHARIA DE CAMPANHA/AP,AP,Norte,LLM
160219,160219 - COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,SP,Sudeste,LLM
160220,160220 - COMISSAO REGIONAL DE OBRAS/5,PA,Norte,LLM
160222,160222 - 5. BATALHAO DE SUPRIMENTO,DF,Centro-Oeste,LLM
160223,160223 - HOSPITAL GERAL DE CURITIBA,PR,Sul,LLM
160224,160224 - PARQUE REGIONAL DE MANUTENCAO/5,SP,Sudeste,LLM
160226,160226 - 34 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160227,160227 - 15ª COMPANHIA DE INFANTARIA MOTORIZADA,PA,Norte,LLM
160228,160228 - 26 GRUPO DE ARTILHARIA DE CAMPANHA,MT,Centro-Oeste,LLM
160229,160229 - 15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO,DF,Centro-Oeste,LLM
160230,160230 - 15 COMPANHIA DE ENGENHARIA DE COMBATE,PA,Norte,LLM
160232,160232 - 13 BATALHAO DE INFANTARIA BLINDADO,PA,Norte,LLM
160233,160233 - COMANDO 5º BRIGADA DE CAVALARIA BLINDADA,MS,Centro-Oeste,LLM
160234,160234 - 5 REGIMENTO DE CARROS DE COMBATE,DF,Centro-Oeste,LLM
160236,160236 - 56 BATALHAO DE INFANTARIA,PA,Norte,LLM
160237,160237 - CENTRO DE AVALIAÇÃO DO EXERCITO,DF,Centro-Oeste,LLM
160238,160238 - BASE DE APOIO LOGÍSTICO DO EXÉRCITO,DF,Centro-Oeste,LLM
160239,160239 - CENTRO DE RECUPERACAO DE ITATIAIA,RJ,Sudeste,LLM
160240,160240 - 9A. BATERIA DE ARTILHARIA ANTIAEREA,DF,Centro-Oeste,LLM
160241,160241 - ODONTOCLINICA CENTRAL DO EXÉRCITO,DF,Centro-Oeste,LLM
160244,160244 - COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,DF,Centro-Oeste,LLM
160245,160245 - POLICLINICA MILITAR DE NITEROI,RJ,Sudeste,LLM
160246,160246 - DEPOSITO CENTRAL DE MUNICAO,DF,Centro-Oeste,LLM
160247,160247 - 32 BATALHAO DE INFANTARIA MOTORIZADO,PA,Norte,LLM
160249,160249 - ACADEMIA MILITAR DAS AGULHAS NEGRAS,RJ,Sudeste,LLM
160250,160250 - 1 BATALHAO DE COMUNICACOES,DF,Centro-Oeste,LLM
160251,160251 - BATALHAO ESCOLA DE COMUNICACOES,DF,Centro-Oeste,LLM
160252,160252 - BATALHAO ESCOLA DE ENGENHARIA,DF,Centro-Oeste,LLM
160253,160253 - 1 BATALHAO DE GUARDA,DF,Centro-Oeste,LLM
160254,160254 - 1 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,Sudeste,LLM
160255,160255 - 1 BATALHAO DE POLICIA DO EXERCITO,PA,Norte,LLM
160259,160259 - 1 GRUPO DE ARTILHARIA ANTIAEREA,DF,Centro-Oeste,LLM
160260,160260 - 1 GRUPO DE ARTILHARIA DE CAMPANHA DE SELVA,PA,Norte,LLM
160261,160261 - 1 INSPETORIA DE CONTABILIDADE E FINANCAS,DF,Centro-Oeste,LLM
160262,160262 - 1 REGIMENTO DE CARROS DE COMBATE,DF,Centro-Oeste,LLM
160263,160263 - 11 GRUPO DE ARTILHARIA DE CAMPANHA,PA,Norte,LLM
160264,160264 - 111 COMPANHIA DE APOIO DE MATERIAL BELICO,PA,Norte,LLM
160265,160265 - 15º REGIMENTO DE CAVALARIA MECANIZADO(ESCOLA),PA,Norte,LLM
160267,160267 - 2 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,Sudeste,LLM
160268,160268 - 2 CIRCUNSCRICAO DE SERVICO MILITAR,PA,Norte,LLM
160270,160270 - 2º REGIMENTO DE CAVALARIA DE GUARDAS,DF,Centro-Oeste,LLM
160272,160272 - 21 GRUPO DE ARTILHARIA CAMPANHA,MT,Centro-Oeste,LLM
160274,160274 - 25 BATALHAO LOGISTICO (ES),ES,Sudeste,LLM
160277,160277 - 31 GRUPO DE ARTILHARIA DE CAMPANHA (ES),ES,Sudeste,LLM
160278,160278 - 5 DIVISAO DE LEVANTAMENTO,MG,Sudeste,LLM
160279,160279 - 57 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,Sudeste,LLM
160283,160283 - PREFEITURA MILITAR DA ZONA SUL,RJ,Sudeste,LLM
160285,160285 - ARSENAL DE GUERRA DO RIO,RJ,Sudeste,LLM
160286,160286 - BATALHAO DE MANUTENCAO DE ARMAMENTO,DF,Centro-Oeste,LLM
160287,160287 - BIBLIOTECA DO EXERCITO,DF,Centro-Oeste,LLM
160288,160288 - CAMPO DE INSTRUCAO DE GERICINO,RJ,Sudeste,LLM
160289,160289 - CENTRO DE EST.DE PES.E FORTE DUQUE DE CAXIAS,RJ,Sudeste,LLM
160290,160290 - CENTRO DE PREPARACAO OFICIAIS RESERVA/RJ,RJ,Sudeste,LLM
160291,160291 - CENTRO TECNOLOGICO DO EXERCITO,DF,Centro-Oeste,LLM
160292,160292 - COLEGIO MILITAR DO RIO DE JANEIRO,RJ,Sudeste,LLM
160293,160293 - CMDO DA 1 BRIGADA DE ARTILHARIA ANTIAEREA,MG,Sudeste,LLM
160295,160295 - CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ,PA,Norte,LLM
160296,160296 - COMANDO BRIGADA INFANTARIA PARAQUEDISTA,RJ,Sudeste,LLM
160297,160297 - COMANDO DA 1   DIVISAO DE  EXERCITO,SP,Sudeste,LLM
160298,160298 - COMANDO DA 1 REGIAO MILITAR,RJ,Sudeste,LLM
160299,160299 - COMANDO DO COMANDO MILITAR DO LESTE,SP,Sudeste,LLM
160301,160301 - COMISSAO REGIONAL DE OBRAS/1,PA,Norte,LLM
160303,160303 - BASE DE ADMINISTRAÇÃO E APOIO DA 1 RM,DF,Centro-Oeste,LLM
160304,160304 - DEPOSITO CENTRAL DE ARMAMENTO,DF,Centro-Oeste,LLM
160307,160307 - 1.DEPOSITO DE SUPRIMENTO,MA,Norte,LLM
160311,160311 - ESCOLA DE APERFEICOAMENTO DE OFICIAIS,DF,Centro-Oeste,LLM
160312,160312 - ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA,RJ,Sudeste,LLM
160313,160313 - ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO,DF,Centro-Oeste,LLM
160315,160315 - CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SÃO JOAO,RJ,Sudeste,LLM
160317,160317 - ESCOLA DE INSTRUCAO ESPECIALIZADA,DF,Centro-Oeste,LLM
160318,160318 - ESCOLA DE SARGENTOS DE LOGISTICA,DF,Centro-Oeste,LLM
